country,year,month,value
Surinam,2024,July,15
Surinam,2024,August,15
Surinam,2024,September,35
Surinam,2024,October,30
Surinam,2024,November,15
Surinam,2024,December,5
Surinam,2024,Total,205
Surinam,2025,January,60
Surinam,2025,February,10
Surinam,2025,March,5
Surinam,2025,April,5
Surinam,2025,May,5
Surinam,2025,June,25
Surinam,2025,July,15
Surinam,2025,August,5
Surinam,2025,September,5
Surinam,2025,October,10
Surinam,2025,November,15
Surinam,2025,December,10
Surinam,2025,Total,175
Surinam,2026,January,10
Surinam,2026,February,
Surinam,2026,March,25
Surinam,2026,April,35
Surinam,2026,May,15
Surinam,2026,Total,90
Swaziland,2023,January,
Swaziland,2023,February,
Swaziland,2023,March,
Swaziland,2023,April,10
Swaziland,2023,May,10
Swaziland,2023,June,5
Swaziland,2023,July,10
Swaziland,2023,August,10
Swaziland,2023,September,
Swaziland,2023,October,5
Swaziland,2023,November,
Swaziland,2023,December,
Swaziland,2023,Total,65
Swaziland,2024,January,0
Swaziland,2024,February,
Swaziland,2024,March,5
Swaziland,2024,April,
Swaziland,2024,May,
Swaziland,2024,June,
Swaziland,2024,July,
Swaziland,2024,August,0
Swaziland,2024,September,0
Swaziland,2024,October,
Swaziland,2024,November,
Swaziland,2024,December,0
Swaziland,2024,Total,20
Swaziland,2025,January,15
Swaziland,2025,February,5
Swaziland,2025,March,10
Swaziland,2025,April,5
Swaziland,2025,May,
Swaziland,2025,June,5
Swaziland,2025,July,5
Swaziland,2025,August,10
Swaziland,2025,September,0
Swaziland,2025,October,0
Swaziland,2025,November,0
Swaziland,2025,December,0
Swaziland,2025,Total,60
Swaziland,2026,January,
Swaziland,2026,February,
Swaziland,2026,March,
Swaziland,2026,April,
Swaziland,2026,May,
Swaziland,2026,Total,10
Sweden,2023,January,0
Sweden,2023,February,0
Sweden,2023,March,0
Sweden,2023,April,0
Sweden,2023,May,5
Sweden,2023,June,0
Sweden,2023,July,
Sweden,2023,August,0
Sweden,2023,September,
Sweden,2023,October,
Sweden,2023,November,
Sweden,2023,December,0
Sweden,2023,Total,15
Sweden,2024,January,0
Sweden,2024,February,0
Sweden,2024,March,
Sweden,2024,April,0
Sweden,2024,May,0
Sweden,2024,June,0
Sweden,2024,July,0
Sweden,2024,August,0
Sweden,2024,September,
Sweden,2024,October,0
Sweden,2024,November,0
Sweden,2024,December,0
Sweden,2024,Total,
Sweden,2025,January,
Sweden,2025,February,
Sweden,2025,March,5
Sweden,2025,April,0
Sweden,2025,May,
Sweden,2025,June,0
Sweden,2025,July,0
Sweden,2025,August,
Sweden,2025,September,
Sweden,2025,October,
Sweden,2025,November,
Sweden,2025,December,0
Sweden,2025,Total,20
Sweden,2026,January,0
Sweden,2026,February,0
Sweden,2026,March,0
Sweden,2026,April,0
Sweden,2026,May,0
Sweden,2026,Total,0
Switzerland,2023,January,
Switzerland,2023,February,0
Switzerland,2023,March,
Switzerland,2023,April,0
Switzerland,2023,May,
Switzerland,2023,June,
Switzerland,2023,July,0
Switzerland,2023,August,0
Switzerland,2023,September,10
Switzerland,2023,October,0
Switzerland,2023,November,
Switzerland,2023,December,
Switzerland,2023,Total,20
Switzerland,2024,January,
Switzerland,2024,February,0
Switzerland,2024,March,
Switzerland,2024,April,
Switzerland,2024,May,5
Switzerland,2024,June,0
Switzerland,2024,July,
Switzerland,2024,August,0
Switzerland,2024,September,0
Switzerland,2024,October,
Switzerland,2024,November,0
Switzerland,2024,December,0
Switzerland,2024,Total,15
Switzerland,2025,January,0
Switzerland,2025,February,
Switzerland,2025,March,0
Switzerland,2025,April,0
Switzerland,2025,May,
Switzerland,2025,June,
Switzerland,2025,July,0
Switzerland,2025,August,
Switzerland,2025,September,0
Switzerland,2025,October,5
Switzerland,2025,November,
Switzerland,2025,December,0
Switzerland,2025,Total,15
Switzerland,2026,January,0
Switzerland,2026,February,0
Switzerland,2026,March,0
Switzerland,2026,April,0
Switzerland,2026,May,0
Switzerland,2026,Total,0
Syria,2023,January,50
Syria,2023,February,120
Syria,2023,March,250
Syria,2023,April,575
Syria,2023,May,195
Syria,2023,June,350
Syria,2023,July,270
Syria,2023,August,265
Syria,2023,September,75
Syria,2023,October,220
Syria,2023,November,210
Syria,2023,December,130
Syria,2023,Total,2710
Syria,2024,January,80
Syria,2024,February,190
Syria,2024,March,175
Syria,2024,April,160
Syria,2024,May,180
Syria,2024,June,65
Syria,2024,July,70
Syria,2024,August,55
Syria,2024,September,60
Syria,2024,October,30
Syria,2024,November,35
Syria,2024,December,55
Syria,2024,Total,1150
Syria,2025,January,50
Syria,2025,February,70
Syria,2025,March,65
Syria,2025,April,60
Syria,2025,May,65
Syria,2025,June,90
Syria,2025,July,115
Syria,2025,August,115
Syria,2025,September,95
Syria,2025,October,65
Syria,2025,November,70
Syria,2025,December,55
Syria,2025,Total,920
Syria,2026,January,55
Syria,2026,February,80
Syria,2026,March,130
Syria,2026,April,80
Syria,2026,May,65
Syria,2026,Total,410
Taiwan,2023,January,
Taiwan,2023,February,10
Taiwan,2023,March,20
Taiwan,2023,April,
Taiwan,2023,May,10
Taiwan,2023,June,40
Taiwan,2023,July,10
Taiwan,2023,August,10
Taiwan,2023,September,30
Taiwan,2023,October,30
Taiwan,2023,November,
Taiwan,2023,December,5
Taiwan,2023,Total,180
Taiwan,2024,January,5
Taiwan,2024,February,10
Taiwan,2024,March,10
Taiwan,2024,April,15
Taiwan,2024,May,10
Taiwan,2024,June,10
Taiwan,2024,July,5
Taiwan,2024,August,15
Taiwan,2024,September,20
Taiwan,2024,October,5
Taiwan,2024,November,10
Taiwan,2024,December,
Taiwan,2024,Total,115
Taiwan,2025,January,5
Taiwan,2025,February,5
Taiwan,2025,March,5
Taiwan,2025,April,10
Taiwan,2025,May,15
Taiwan,2025,June,10
Taiwan,2025,July,10
Taiwan,2025,August,5
Taiwan,2025,September,10
Taiwan,2025,October,10
Taiwan,2025,November,95
Taiwan,2025,December,
Taiwan,2025,Total,190
Taiwan,2026,January,5
Taiwan,2026,February,15
Taiwan,2026,March,10
Taiwan,2026,April,5
Taiwan,2026,May,
Taiwan,2026,Total,35
Tajikistan,2023,January,
Tajikistan,2023,February,10
Tajikistan,2023,March,10
Tajikistan,2023,April,15
Tajikistan,2023,May,60
Tajikistan,2023,June,20
Tajikistan,2023,July,5
Tajikistan,2023,August,5
Tajikistan,2023,September,10
Tajikistan,2023,October,20
Tajikistan,2023,November,25
Tajikistan,2023,December,15
Tajikistan,2023,Total,195
Tajikistan,2024,January,35
Tajikistan,2024,February,10
Tajikistan,2024,March,5
Tajikistan,2024,April,20
Tajikistan,2024,May,15
Tajikistan,2024,June,10
Tajikistan,2024,July,35
Tajikistan,2024,August,15
Tajikistan,2024,September,15
Tajikistan,2024,October,15
Tajikistan,2024,November,10
Tajikistan,2024,December,10
Tajikistan,2024,Total,195
Tajikistan,2025,January,10
Tajikistan,2025,February,10
Tajikistan,2025,March,10
Tajikistan,2025,April,5
Tajikistan,2025,May,15
Tajikistan,2025,June,5
Tajikistan,2025,July,5
Tajikistan,2025,August,10
Tajikistan,2025,September,5
Tajikistan,2025,October,15
Tajikistan,2025,November,10
Tajikistan,2025,December,10
Tajikistan,2025,Total,110
Tajikistan,2026,January,10
Tajikistan,2026,February,10
Tajikistan,2026,March,5
Tajikistan,2026,April,5
Tajikistan,2026,May,10
Tajikistan,2026,Total,40
Thailand,2023,January,775
Thailand,2023,February,940
Thailand,2023,March,1105
Thailand,2023,April,975
Thailand,2023,May,1115
Thailand,2023,June,1185
Thailand,2023,July,620
Thailand,2023,August,510
Thailand,2023,September,350
Thailand,2023,October,310
Thailand,2023,November,275
Thailand,2023,December,255
Thailand,2023,Total,8420
Thailand,2024,January,290
Thailand,2024,February,585
Thailand,2024,March,570
Thailand,2024,April,655
Thailand,2024,May,605
Thailand,2024,June,410
Thailand,2024,July,565
Thailand,2024,August,465
Thailand,2024,September,280
Thailand,2024,October,230
Thailand,2024,November,150
Thailand,2024,December,200
Thailand,2024,Total,5005
Thailand,2025,January,235
Thailand,2025,February,395
Thailand,2025,March,580
Thailand,2025,April,470
Thailand,2025,May,425
Thailand,2025,June,500
Thailand,2025,July,390
Thailand,2025,August,320
Thailand,2025,September,260
Thailand,2025,October,185
Thailand,2025,November,145
Thailand,2025,December,230
Thailand,2025,Total,4130
Thailand,2026,January,250
Thailand,2026,February,320
Thailand,2026,March,555
Thailand,2026,April,520
Thailand,2026,May,345
Thailand,2026,Total,1990
The Netherlands,2023,January,0
The Netherlands,2023,February,0
The Netherlands,2023,March,0
The Netherlands,2023,April,0
The Netherlands,2023,May,
The Netherlands,2023,June,
The Netherlands,2023,July,0
The Netherlands,2023,August,10
The Netherlands,2023,September,5
The Netherlands,2023,October,
The Netherlands,2023,November,
The Netherlands,2023,December,0
The Netherlands,2023,Total,20
The Netherlands,2024,January,0
The Netherlands,2024,February,
The Netherlands,2024,March,
The Netherlands,2024,April,5
The Netherlands,2024,May,0
The Netherlands,2024,June,
The Netherlands,2024,July,
The Netherlands,2024,August,0
The Netherlands,2024,September,10
The Netherlands,2024,October,
The Netherlands,2024,November,0
The Netherlands,2024,December,0
The Netherlands,2024,Total,25
The Netherlands,2025,January,
The Netherlands,2025,February,0
The Netherlands,2025,March,
The Netherlands,2025,April,
The Netherlands,2025,May,
The Netherlands,2025,June,5
The Netherlands,2025,July,0
The Netherlands,2025,August,5
The Netherlands,2025,September,0
The Netherlands,2025,October,
The Netherlands,2025,November,0
The Netherlands,2025,December,
The Netherlands,2025,Total,30
The Netherlands,2026,January,
The Netherlands,2026,February,
The Netherlands,2026,March,0
The Netherlands,2026,April,0
The Netherlands,2026,May,0
The Netherlands,2026,Total,
"Togo, Republic of",2023,January,25
"Togo, Republic of",2023,February,75
"Togo, Republic of",2023,March,75
"Togo, Republic of",2023,April,420
"Togo, Republic of",2023,May,110
"Togo, Republic of",2023,June,90
"Togo, Republic of",2023,July,50
"Togo, Republic of",2023,August,125
"Togo, Republic of",2023,September,45
"Togo, Republic of",2023,October,45
"Togo, Republic of",2023,November,40
"Togo, Republic of",2023,December,45
"Togo, Republic of",2023,Total,1150
"Togo, Republic of",2024,January,20
"Togo, Republic of",2024,February,145
"Togo, Republic of",2024,March,105
"Togo, Republic of",2024,April,35
"Togo, Republic of",2024,May,90
"Togo, Republic of",2024,June,25
"Togo, Republic of",2024,July,65
"Togo, Republic of",2024,August,50
"Togo, Republic of",2024,September,85
"Togo, Republic of",2024,October,35
"Togo, Republic of",2024,November,60
"Togo, Republic of",2024,December,30
"Togo, Republic of",2024,Total,750
"Togo, Republic of",2025,January,60
"Togo, Republic of",2025,February,40
"Togo, Republic of",2025,March,45
"Togo, Republic of",2025,April,30
"Togo, Republic of",2025,May,45
"Togo, Republic of",2025,June,30
"Togo, Republic of",2025,July,75
"Togo, Republic of",2025,August,75
"Togo, Republic of",2025,September,70
"Togo, Republic of",2025,October,45
"Togo, Republic of",2025,November,45
"Togo, Republic of",2025,December,40
"Togo, Republic of",2025,Total,605
"Togo, Republic of",2026,January,40
"Togo, Republic of",2026,February,100
"Togo, Republic of",2026,March,60
"Togo, Republic of",2026,April,70
"Togo, Republic of",2026,May,130
"Togo, Republic of",2026,Total,400
Tonga,2023,January,0
Tonga,2023,February,0
Tonga,2023,March,
Tonga,2023,April,0
Tonga,2023,May,
Tonga,2023,June,0
Tonga,2023,July,0
Tonga,2023,August,0
Tonga,2023,September,
Tonga,2023,October,0
Tonga,2023,November,0
Tonga,2023,December,0
Tonga,2023,Total,
Tonga,2024,January,0
Tonga,2024,February,
Tonga,2024,March,0
Tonga,2024,April,0
Tonga,2024,May,0
Tonga,2024,June,
Tonga,2024,July,
Tonga,2024,August,
Tonga,2024,September,0
Tonga,2024,October,0
Tonga,2024,November,0
Tonga,2024,December,
Tonga,2024,Total,5
Tonga,2025,January,
Tonga,2025,February,0
Tonga,2025,March,0
Tonga,2025,April,0
Tonga,2025,May,
Tonga,2025,June,0
Tonga,2025,July,0
Tonga,2025,August,0
Tonga,2025,September,
Tonga,2025,October,0
Tonga,2025,November,0
Tonga,2025,December,0
Tonga,2025,Total,5
Tonga,2026,January,
Tonga,2026,February,
Tonga,2026,March,
Tonga,2026,April,5
Tonga,2026,May,0
Tonga,2026,Total,10
"Trinidad and Tobago, Republic of",2023,January,1530
"Trinidad and Tobago, Republic of",2023,February,885
"Trinidad and Tobago, Republic of",2023,March,780
"Trinidad and Tobago, Republic of",2023,April,1025
"Trinidad and Tobago, Republic of",2023,May,1445
"Trinidad and Tobago, Republic of",2023,June,1315
"Trinidad and Tobago, Republic of",2023,July,485
"Trinidad and Tobago, Republic of",2023,August,490
"Trinidad and Tobago, Republic of",2023,September,380
"Trinidad and Tobago, Republic of",2023,October,255
"Trinidad and Tobago, Republic of",2023,November,200
"Trinidad and Tobago, Republic of",2023,December,180
"Trinidad and Tobago, Republic of",2023,Total,8960
"Trinidad and Tobago, Republic of",2024,January,250
"Trinidad and Tobago, Republic of",2024,February,240
"Trinidad and Tobago, Republic of",2024,March,270
"Trinidad and Tobago, Republic of",2024,April,420
"Trinidad and Tobago, Republic of",2024,May,310
"Trinidad and Tobago, Republic of",2024,June,255
"Trinidad and Tobago, Republic of",2024,July,360
"Trinidad and Tobago, Republic of",2024,August,195
"Trinidad and Tobago, Republic of",2024,September,440
"Trinidad and Tobago, Republic of",2024,October,410
"Trinidad and Tobago, Republic of",2024,November,260
"Trinidad and Tobago, Republic of",2024,December,190
"Trinidad and Tobago, Republic of",2024,Total,3595
"Trinidad and Tobago, Republic of",2025,January,180
"Trinidad and Tobago, Republic of",2025,February,85
"Trinidad and Tobago, Republic of",2025,March,275
"Trinidad and Tobago, Republic of",2025,April,290
"Trinidad and Tobago, Republic of",2025,May,325
"Trinidad and Tobago, Republic of",2025,June,315
"Trinidad and Tobago, Republic of",2025,July,305
"Trinidad and Tobago, Republic of",2025,August,185
"Trinidad and Tobago, Republic of",2025,September,300
"Trinidad and Tobago, Republic of",2025,October,195
"Trinidad and Tobago, Republic of",2025,November,235
"Trinidad and Tobago, Republic of",2025,December,140
"Trinidad and Tobago, Republic of",2025,Total,2825
"Trinidad and Tobago, Republic of",2026,January,210
"Trinidad and Tobago, Republic of",2026,February,175
"Trinidad and Tobago, Republic of",2026,March,195
"Trinidad and Tobago, Republic of",2026,April,285
"Trinidad and Tobago, Republic of",2026,May,345
"Trinidad and Tobago, Republic of",2026,Total,1210
Tunisia,2023,January,675
Tunisia,2023,February,940
Tunisia,2023,March,745
Tunisia,2023,April,1200
Tunisia,2023,May,1795
Tunisia,2023,June,1990
Tunisia,2023,July,400
Tunisia,2023,August,670
Tunisia,2023,September,825
Tunisia,2023,October,680
Tunisia,2023,November,755
Tunisia,2023,December,585
Tunisia,2023,Total,11265
Tunisia,2024,January,610
Tunisia,2024,February,1025
Tunisia,2024,March,1645
Tunisia,2024,April,1045
Tunisia,2024,May,930
Tunisia,2024,June,670
Tunisia,2024,July,870
Tunisia,2024,August,610
Tunisia,2024,September,905
Tunisia,2024,October,965
Tunisia,2024,November,760
Tunisia,2024,December,810
Tunisia,2024,Total,10835
Tunisia,2025,January,655
Tunisia,2025,February,590
Tunisia,2025,March,465
Tunisia,2025,April,790
Tunisia,2025,May,895
Tunisia,2025,June,1180
Tunisia,2025,July,850
Tunisia,2025,August,440
Tunisia,2025,September,505
Tunisia,2025,October,645
Tunisia,2025,November,840
Tunisia,2025,December,730
Tunisia,2025,Total,8590
Tunisia,2026,January,735
Tunisia,2026,February,895
Tunisia,2026,March,920
Tunisia,2026,April,1155
Tunisia,2026,May,1445
Tunisia,2026,Total,5150
Turkey,2023,January,470
Turkey,2023,February,1235
Turkey,2023,March,2650
Turkey,2023,April,730
Turkey,2023,May,1970
Turkey,2023,June,1940
Turkey,2023,July,2350
Turkey,2023,August,1550
Turkey,2023,September,1540
Turkey,2023,October,1835
Turkey,2023,November,3420
Turkey,2023,December,2005
Turkey,2023,Total,21700
Turkey,2024,January,1795
Turkey,2024,February,1845
Turkey,2024,March,2950
Turkey,2024,April,855
Turkey,2024,May,1450
Turkey,2024,June,1420
Turkey,2024,July,2165
Turkey,2024,August,1780
Turkey,2024,September,1270
Turkey,2024,October,1225
Turkey,2024,November,1540
Turkey,2024,December,860
Turkey,2024,Total,19155
Turkey,2025,January,1180
Turkey,2025,February,280
Turkey,2025,March,2260
Turkey,2025,April,1055
Turkey,2025,May,1280
Turkey,2025,June,1380
Turkey,2025,July,1040
Turkey,2025,August,910
Turkey,2025,September,900
