country,year,month,value
Macao,2026,Total,245
Macedonia,2023,January,55
Macedonia,2023,February,45
Macedonia,2023,March,45
Macedonia,2023,April,45
Macedonia,2023,May,130
Macedonia,2023,June,85
Macedonia,2023,July,60
Macedonia,2023,August,30
Macedonia,2023,September,20
Macedonia,2023,October,25
Macedonia,2023,November,30
Macedonia,2023,December,30
Macedonia,2023,Total,605
Macedonia,2024,January,15
Macedonia,2024,February,35
Macedonia,2024,March,25
Macedonia,2024,April,50
Macedonia,2024,May,20
Macedonia,2024,June,30
Macedonia,2024,July,25
Macedonia,2024,August,20
Macedonia,2024,September,20
Macedonia,2024,October,20
Macedonia,2024,November,20
Macedonia,2024,December,20
Macedonia,2024,Total,300
Macedonia,2025,January,15
Macedonia,2025,February,15
Macedonia,2025,March,50
Macedonia,2025,April,90
Macedonia,2025,May,125
Macedonia,2025,June,75
Macedonia,2025,July,85
Macedonia,2025,August,40
Macedonia,2025,September,10
Macedonia,2025,October,30
Macedonia,2025,November,25
Macedonia,2025,December,35
Macedonia,2025,Total,590
Macedonia,2026,January,55
Macedonia,2026,February,35
Macedonia,2026,March,45
Macedonia,2026,April,65
Macedonia,2026,May,70
Macedonia,2026,Total,270
Madagascar,2023,January,75
Madagascar,2023,February,50
Madagascar,2023,March,80
Madagascar,2023,April,170
Madagascar,2023,May,150
Madagascar,2023,June,115
Madagascar,2023,July,55
Madagascar,2023,August,65
Madagascar,2023,September,70
Madagascar,2023,October,65
Madagascar,2023,November,95
Madagascar,2023,December,125
Madagascar,2023,Total,1120
Madagascar,2024,January,80
Madagascar,2024,February,70
Madagascar,2024,March,55
Madagascar,2024,April,250
Madagascar,2024,May,220
Madagascar,2024,June,95
Madagascar,2024,July,100
Madagascar,2024,August,50
Madagascar,2024,September,55
Madagascar,2024,October,40
Madagascar,2024,November,65
Madagascar,2024,December,65
Madagascar,2024,Total,1145
Madagascar,2025,January,60
Madagascar,2025,February,90
Madagascar,2025,March,240
Madagascar,2025,April,80
Madagascar,2025,May,105
Madagascar,2025,June,125
Madagascar,2025,July,90
Madagascar,2025,August,170
Madagascar,2025,September,95
Madagascar,2025,October,60
Madagascar,2025,November,65
Madagascar,2025,December,50
Madagascar,2025,Total,1220
Madagascar,2026,January,80
Madagascar,2026,February,110
Madagascar,2026,March,95
Madagascar,2026,April,115
Madagascar,2026,May,95
Madagascar,2026,Total,490
Malawi,2023,January,
Malawi,2023,February,5
Malawi,2023,March,
Malawi,2023,April,20
Malawi,2023,May,45
Malawi,2023,June,20
Malawi,2023,July,10
Malawi,2023,August,10
Malawi,2023,September,5
Malawi,2023,October,10
Malawi,2023,November,15
Malawi,2023,December,10
Malawi,2023,Total,150
Malawi,2024,January,
Malawi,2024,February,15
Malawi,2024,March,10
Malawi,2024,April,10
Malawi,2024,May,45
Malawi,2024,June,
Malawi,2024,July,5
Malawi,2024,August,5
Malawi,2024,September,
Malawi,2024,October,
Malawi,2024,November,5
Malawi,2024,December,5
Malawi,2024,Total,125
Malawi,2025,January,10
Malawi,2025,February,5
Malawi,2025,March,
Malawi,2025,April,10
Malawi,2025,May,5
Malawi,2025,June,15
Malawi,2025,July,10
Malawi,2025,August,15
Malawi,2025,September,15
Malawi,2025,October,
Malawi,2025,November,10
Malawi,2025,December,10
Malawi,2025,Total,110
Malawi,2026,January,
Malawi,2026,February,10
Malawi,2026,March,15
Malawi,2026,April,10
Malawi,2026,May,10
Malawi,2026,Total,45
Malaysia,2023,January,400
Malaysia,2023,February,560
Malaysia,2023,March,1415
Malaysia,2023,April,820
Malaysia,2023,May,1165
Malaysia,2023,June,795
Malaysia,2023,July,665
Malaysia,2023,August,625
Malaysia,2023,September,465
Malaysia,2023,October,350
Malaysia,2023,November,460
Malaysia,2023,December,370
Malaysia,2023,Total,8105
Malaysia,2024,January,590
Malaysia,2024,February,645
Malaysia,2024,March,1025
Malaysia,2024,April,1030
Malaysia,2024,May,770
Malaysia,2024,June,575
Malaysia,2024,July,960
Malaysia,2024,August,475
Malaysia,2024,September,360
Malaysia,2024,October,410
Malaysia,2024,November,365
Malaysia,2024,December,415
Malaysia,2024,Total,7625
Malaysia,2025,January,500
Malaysia,2025,February,490
Malaysia,2025,March,815
Malaysia,2025,April,795
Malaysia,2025,May,780
Malaysia,2025,June,455
Malaysia,2025,July,590
Malaysia,2025,August,450
Malaysia,2025,September,455
Malaysia,2025,October,270
Malaysia,2025,November,185
Malaysia,2025,December,325
Malaysia,2025,Total,6115
Malaysia,2026,January,265
Malaysia,2026,February,600
Malaysia,2026,March,725
Malaysia,2026,April,640
Malaysia,2026,May,685
Malaysia,2026,Total,2910
"Maldives, Republic of",2023,January,
"Maldives, Republic of",2023,February,
"Maldives, Republic of",2023,March,
"Maldives, Republic of",2023,April,
"Maldives, Republic of",2023,May,5
"Maldives, Republic of",2023,June,
"Maldives, Republic of",2023,July,0
"Maldives, Republic of",2023,August,
"Maldives, Republic of",2023,September,5
"Maldives, Republic of",2023,October,
"Maldives, Republic of",2023,November,0
"Maldives, Republic of",2023,December,0
"Maldives, Republic of",2023,Total,20
"Maldives, Republic of",2024,January,
"Maldives, Republic of",2024,February,5
"Maldives, Republic of",2024,March,
"Maldives, Republic of",2024,April,
"Maldives, Republic of",2024,May,0
"Maldives, Republic of",2024,June,
"Maldives, Republic of",2024,July,
"Maldives, Republic of",2024,August,
"Maldives, Republic of",2024,September,0
"Maldives, Republic of",2024,October,
"Maldives, Republic of",2024,November,
"Maldives, Republic of",2024,December,0
"Maldives, Republic of",2024,Total,20
"Maldives, Republic of",2025,January,
"Maldives, Republic of",2025,February,
"Maldives, Republic of",2025,March,
"Maldives, Republic of",2025,April,
"Maldives, Republic of",2025,May,
"Maldives, Republic of",2025,June,
"Maldives, Republic of",2025,July,
"Maldives, Republic of",2025,August,
"Maldives, Republic of",2025,September,
"Maldives, Republic of",2025,October,0
"Maldives, Republic of",2025,November,5
"Maldives, Republic of",2025,December,0
"Maldives, Republic of",2025,Total,25
"Maldives, Republic of",2026,January,
"Maldives, Republic of",2026,February,
"Maldives, Republic of",2026,March,
"Maldives, Republic of",2026,April,0
"Maldives, Republic of",2026,May,
"Maldives, Republic of",2026,Total,10
"Mali, Republic of",2023,January,30
"Mali, Republic of",2023,February,25
"Mali, Republic of",2023,March,85
"Mali, Republic of",2023,April,685
"Mali, Republic of",2023,May,320
"Mali, Republic of",2023,June,75
"Mali, Republic of",2023,July,60
"Mali, Republic of",2023,August,25
"Mali, Republic of",2023,September,70
"Mali, Republic of",2023,October,255
"Mali, Republic of",2023,November,40
"Mali, Republic of",2023,December,30
"Mali, Republic of",2023,Total,1700
"Mali, Republic of",2024,January,65
"Mali, Republic of",2024,February,145
"Mali, Republic of",2024,March,85
"Mali, Republic of",2024,April,150
"Mali, Republic of",2024,May,35
"Mali, Republic of",2024,June,40
"Mali, Republic of",2024,July,80
"Mali, Republic of",2024,August,240
"Mali, Republic of",2024,September,70
"Mali, Republic of",2024,October,55
"Mali, Republic of",2024,November,45
"Mali, Republic of",2024,December,135
"Mali, Republic of",2024,Total,1145
"Mali, Republic of",2025,January,135
"Mali, Republic of",2025,February,145
"Mali, Republic of",2025,March,235
"Mali, Republic of",2025,April,150
"Mali, Republic of",2025,May,135
"Mali, Republic of",2025,June,160
"Mali, Republic of",2025,July,80
"Mali, Republic of",2025,August,45
"Mali, Republic of",2025,September,200
"Mali, Republic of",2025,October,65
"Mali, Republic of",2025,November,85
"Mali, Republic of",2025,December,65
"Mali, Republic of",2025,Total,1495
"Mali, Republic of",2026,January,65
"Mali, Republic of",2026,February,185
"Mali, Republic of",2026,March,150
"Mali, Republic of",2026,April,105
"Mali, Republic of",2026,May,165
"Mali, Republic of",2026,Total,670
Malta,2023,January,
Malta,2023,February,0
Malta,2023,March,0
Malta,2023,April,0
Malta,2023,May,0
Malta,2023,June,0
Malta,2023,July,0
Malta,2023,August,
Malta,2023,September,0
Malta,2023,October,0
Malta,2023,November,0
Malta,2023,December,0
Malta,2023,Total,
Malta,2024,January,0
Malta,2024,February,0
Malta,2024,March,
Malta,2024,April,0
Malta,2024,May,0
Malta,2024,June,0
Malta,2024,July,0
Malta,2024,August,0
Malta,2024,September,0
Malta,2024,October,0
Malta,2024,November,0
Malta,2024,December,
Malta,2024,Total,
Malta,2025,January,0
Malta,2025,February,0
Malta,2025,March,0
Malta,2025,April,0
Malta,2025,May,
Malta,2025,June,0
Malta,2025,July,0
Malta,2025,August,0
Malta,2025,September,0
Malta,2025,October,0
Malta,2025,November,0
Malta,2025,December,0
Malta,2025,Total,
Malta,2026,January,
Malta,2026,February,0
Malta,2026,March,0
Malta,2026,April,0
Malta,2026,May,0
Malta,2026,Total,
Mauritania,2023,January,15
Mauritania,2023,February,10
Mauritania,2023,March,25
Mauritania,2023,April,205
Mauritania,2023,May,45
Mauritania,2023,June,20
Mauritania,2023,July,20
Mauritania,2023,August,10
Mauritania,2023,September,20
Mauritania,2023,October,5
Mauritania,2023,November,10
Mauritania,2023,December,5
Mauritania,2023,Total,395
Mauritania,2024,January,20
Mauritania,2024,February,10
Mauritania,2024,March,15
Mauritania,2024,April,10
Mauritania,2024,May,30
Mauritania,2024,June,10
Mauritania,2024,July,35
Mauritania,2024,August,30
Mauritania,2024,September,15
Mauritania,2024,October,15
Mauritania,2024,November,15
Mauritania,2024,December,5
Mauritania,2024,Total,215
Mauritania,2025,January,15
Mauritania,2025,February,15
Mauritania,2025,March,35
Mauritania,2025,April,10
Mauritania,2025,May,10
Mauritania,2025,June,15
Mauritania,2025,July,15
Mauritania,2025,August,20
Mauritania,2025,September,55
Mauritania,2025,October,20
Mauritania,2025,November,15
Mauritania,2025,December,10
Mauritania,2025,Total,230
Mauritania,2026,January,5
Mauritania,2026,February,15
Mauritania,2026,March,15
Mauritania,2026,April,30
Mauritania,2026,May,25
Mauritania,2026,Total,90
Mauritius,2023,January,155
Mauritius,2023,February,210
Mauritius,2023,March,225
Mauritius,2023,April,430
Mauritius,2023,May,650
Mauritius,2023,June,325
Mauritius,2023,July,145
Mauritius,2023,August,235
Mauritius,2023,September,155
Mauritius,2023,October,170
Mauritius,2023,November,285
Mauritius,2023,December,245
Mauritius,2023,Total,3235
Mauritius,2024,January,275
Mauritius,2024,February,220
Mauritius,2024,March,405
Mauritius,2024,April,410
Mauritius,2024,May,435
Mauritius,2024,June,175
Mauritius,2024,July,130
Mauritius,2024,August,60
Mauritius,2024,September,65
Mauritius,2024,October,50
Mauritius,2024,November,110
Mauritius,2024,December,170
Mauritius,2024,Total,2510
Mauritius,2025,January,180
Mauritius,2025,February,275
Mauritius,2025,March,420
Mauritius,2025,April,130
Mauritius,2025,May,85
Mauritius,2025,June,260
Mauritius,2025,July,535
Mauritius,2025,August,200
Mauritius,2025,September,230
Mauritius,2025,October,95
Mauritius,2025,November,165
Mauritius,2025,December,105
Mauritius,2025,Total,2685
Mauritius,2026,January,145
Mauritius,2026,February,190
Mauritius,2026,March,215
Mauritius,2026,April,300
Mauritius,2026,May,125
Mauritius,2026,Total,970
Mexico,2023,January,5
Mexico,2023,February,10
Mexico,2023,March,10
Mexico,2023,April,5
Mexico,2023,May,10
Mexico,2023,June,10
Mexico,2023,July,
Mexico,2023,August,
Mexico,2023,September,5
Mexico,2023,October,15
Mexico,2023,November,15
Mexico,2023,December,15
Mexico,2023,Total,110
Mexico,2024,January,
Mexico,2024,February,5
Mexico,2024,March,5415
Mexico,2024,April,14705
Mexico,2024,May,8735
Mexico,2024,June,6375
Mexico,2024,July,7200
Mexico,2024,August,4255
Mexico,2024,September,3955
Mexico,2024,October,3285
Mexico,2024,November,2805
Mexico,2024,December,1990
Mexico,2024,Total,58725
Mexico,2025,January,2125
Mexico,2025,February,2880
Mexico,2025,March,3855
Mexico,2025,April,2515
Mexico,2025,May,3235
Mexico,2025,June,2625
Mexico,2025,July,4780
Mexico,2025,August,3300
Mexico,2025,September,1835
Mexico,2025,October,1160
Mexico,2025,November,1430
Mexico,2025,December,1525
Mexico,2025,Total,31265
Mexico,2026,January,2130
Mexico,2026,February,2845
Mexico,2026,March,3175
Mexico,2026,April,3755
Mexico,2026,May,3995
Mexico,2026,Total,15900
Moldova,2023,January,60
Moldova,2023,February,80
Moldova,2023,March,155
Moldova,2023,April,55
Moldova,2023,May,70
Moldova,2023,June,35
Moldova,2023,July,170
Moldova,2023,August,70
Moldova,2023,September,45
Moldova,2023,October,65
Moldova,2023,November,55
Moldova,2023,December,75
Moldova,2023,Total,935
Moldova,2024,January,55
Moldova,2024,February,50
Moldova,2024,March,50
Moldova,2024,April,60
Moldova,2024,May,45
Moldova,2024,June,35
Moldova,2024,July,75
Moldova,2024,August,35
Moldova,2024,September,15
Moldova,2024,October,40
Moldova,2024,November,30
Moldova,2024,December,40
Moldova,2024,Total,535
Moldova,2025,January,55
Moldova,2025,February,45
Moldova,2025,March,45
Moldova,2025,April,50
Moldova,2025,May,55
Moldova,2025,June,50
Moldova,2025,July,35
Moldova,2025,August,30
Moldova,2025,September,20
Moldova,2025,October,35
Moldova,2025,November,35
Moldova,2025,December,35
Moldova,2025,Total,495
Moldova,2026,January,25
Moldova,2026,February,30
Moldova,2026,March,55
Moldova,2026,April,55
Moldova,2026,May,45
Moldova,2026,Total,205
Monaco,2023,January,0
Monaco,2023,February,0
Monaco,2023,March,0
Monaco,2023,April,0
Monaco,2023,May,0
Monaco,2023,June,
Monaco,2023,July,0
Monaco,2023,August,0
Monaco,2023,September,0
Monaco,2023,October,0
Monaco,2023,November,0
Monaco,2023,December,0
Monaco,2023,Total,
Monaco,2024,January,0
Monaco,2024,February,0
Monaco,2024,March,0
Monaco,2024,April,0
Monaco,2024,May,0
Monaco,2024,June,
Monaco,2024,July,0
Monaco,2024,August,0
Monaco,2024,September,0
Monaco,2024,October,0
Monaco,2024,November,0
Monaco,2024,December,0
Monaco,2024,Total,
Monaco,2025,January,0
Monaco,2025,February,0
Monaco,2025,March,0
Monaco,2025,April,0
Monaco,2025,May,
Monaco,2025,June,0
Monaco,2025,July,0
Monaco,2025,August,0
Monaco,2025,September,0
Monaco,2025,October,0
Monaco,2025,November,0
Monaco,2025,December,0
Monaco,2025,Total,
Monaco,2026,January,0
Monaco,2026,February,
Monaco,2026,March,0
Monaco,2026,April,0
Monaco,2026,May,0
Monaco,2026,Total,
"Mongolia, People's Republic of",2023,January,45
"Mongolia, People's Republic of",2023,February,60
"Mongolia, People's Republic of",2023,March,50
"Mongolia, People's Republic of",2023,April,90
"Mongolia, People's Republic of",2023,May,115
"Mongolia, People's Republic of",2023,June,125
"Mongolia, People's Republic of",2023,July,110
"Mongolia, People's Republic of",2023,August,45
"Mongolia, People's Republic of",2023,September,60
"Mongolia, People's Republic of",2023,October,65
"Mongolia, People's Republic of",2023,November,245
"Mongolia, People's Republic of",2023,December,65
"Mongolia, People's Republic of",2023,Total,1085
"Mongolia, People's Republic of",2024,January,75
"Mongolia, People's Republic of",2024,February,140
"Mongolia, People's Republic of",2024,March,140
"Mongolia, People's Republic of",2024,April,180
"Mongolia, People's Republic of",2024,May,135
"Mongolia, People's Republic of",2024,June,95
"Mongolia, People's Republic of",2024,July,170
"Mongolia, People's Republic of",2024,August,115
"Mongolia, People's Republic of",2024,September,95
"Mongolia, People's Republic of",2024,October,115
"Mongolia, People's Republic of",2024,November,130
"Mongolia, People's Republic of",2024,December,80
"Mongolia, People's Republic of",2024,Total,1470
"Mongolia, People's Republic of",2025,January,85
"Mongolia, People's Republic of",2025,February,95
"Mongolia, People's Republic of",2025,March,145
"Mongolia, People's Republic of",2025,April,80
"Mongolia, People's Republic of",2025,May,140
"Mongolia, People's Republic of",2025,June,145
"Mongolia, People's Republic of",2025,July,120
"Mongolia, People's Republic of",2025,August,85
"Mongolia, People's Republic of",2025,September,90
"Mongolia, People's Republic of",2025,October,145
"Mongolia, People's Republic of",2025,November,90
"Mongolia, People's Republic of",2025,December,160
"Mongolia, People's Republic of",2025,Total,1375
"Mongolia, People's Republic of",2026,January,100
"Mongolia, People's Republic of",2026,February,90
"Mongolia, People's Republic of",2026,March,125
"Mongolia, People's Republic of",2026,April,175
"Mongolia, People's Republic of",2026,May,150
"Mongolia, People's Republic of",2026,Total,640
"Montenegro, Republic of",2023,January,15
"Montenegro, Republic of",2023,February,
"Montenegro, Republic of",2023,March,10
"Montenegro, Republic of",2023,April,15
"Montenegro, Republic of",2023,May,45
"Montenegro, Republic of",2023,June,35
"Montenegro, Republic of",2023,July,20
"Montenegro, Republic of",2023,August,15
"Montenegro, Republic of",2023,September,5
"Montenegro, Republic of",2023,October,5
"Montenegro, Republic of",2023,November,15
"Montenegro, Republic of",2023,December,10
"Montenegro, Republic of",2023,Total,190
"Montenegro, Republic of",2024,January,10
"Montenegro, Republic of",2024,February,10
"Montenegro, Republic of",2024,March,10
"Montenegro, Republic of",2024,April,15
"Montenegro, Republic of",2024,May,5
"Montenegro, Republic of",2024,June,10
"Montenegro, Republic of",2024,July,10
"Montenegro, Republic of",2024,August,
"Montenegro, Republic of",2024,September,10
"Montenegro, Republic of",2024,October,5
"Montenegro, Republic of",2024,November,5
"Montenegro, Republic of",2024,December,5
"Montenegro, Republic of",2024,Total,105
"Montenegro, Republic of",2025,January,15
"Montenegro, Republic of",2025,February,10
"Montenegro, Republic of",2025,March,20
"Montenegro, Republic of",2025,April,20
"Montenegro, Republic of",2025,May,20
"Montenegro, Republic of",2025,June,15
"Montenegro, Republic of",2025,July,20
"Montenegro, Republic of",2025,August,15
"Montenegro, Republic of",2025,September,10
"Montenegro, Republic of",2025,October,5
"Montenegro, Republic of",2025,November,10
"Montenegro, Republic of",2025,December,15
"Montenegro, Republic of",2025,Total,170
"Montenegro, Republic of",2026,January,
"Montenegro, Republic of",2026,February,
"Montenegro, Republic of",2026,March,20
"Montenegro, Republic of",2026,April,15
"Montenegro, Republic of",2026,May,20
"Montenegro, Republic of",2026,Total,60
Morocco,2023,January,1970
Morocco,2023,February,1550
Morocco,2023,March,3095
Morocco,2023,April,3185
Morocco,2023,May,2150
Morocco,2023,June,2790
Morocco,2023,July,1170
Morocco,2023,August,1160
Morocco,2023,September,1695
Morocco,2023,October,1105
Morocco,2023,November,1150
Morocco,2023,December,2170
Morocco,2023,Total,23185
Morocco,2024,January,1830
Morocco,2024,February,2085
Morocco,2024,March,1910
Morocco,2024,April,1610
Morocco,2024,May,2820
Morocco,2024,June,1065
Morocco,2024,July,880
Morocco,2024,August,1170
Morocco,2024,September,735
Morocco,2024,October,845
Morocco,2024,November,1105
Morocco,2024,December,1295
Morocco,2024,Total,17355
Morocco,2025,January,725
Morocco,2025,February,660
Morocco,2025,March,465
Morocco,2025,April,980
Morocco,2025,May,1255
Morocco,2025,June,1035
Morocco,2025,July,630
Morocco,2025,August,380
Morocco,2025,September,855
Morocco,2025,October,810
Morocco,2025,November,665
Morocco,2025,December,565
Morocco,2025,Total,9025
Morocco,2026,January,655
Morocco,2026,February,650
Morocco,2026,March,670
Morocco,2026,April,1100
Morocco,2026,May,695
Morocco,2026,Total,3775
Mozambique,2023,January,
Mozambique,2023,February,
Mozambique,2023,March,0
Mozambique,2023,April,15
Mozambique,2023,May,10
Mozambique,2023,June,15
Mozambique,2023,July,5
Mozambique,2023,August,5
Mozambique,2023,September,
Mozambique,2023,October,5
Mozambique,2023,November,10
Mozambique,2023,December,10
Mozambique,2023,Total,90
Mozambique,2024,January,
Mozambique,2024,February,5
Mozambique,2024,March,10
Mozambique,2024,April,
Mozambique,2024,May,5
Mozambique,2024,June,5
Mozambique,2024,July,5
Mozambique,2024,August,0
Mozambique,2024,September,
Mozambique,2024,October,
Mozambique,2024,November,
Mozambique,2024,December,
Mozambique,2024,Total,45
Mozambique,2025,January,
Mozambique,2025,February,5
Mozambique,2025,March,
Mozambique,2025,April,
Mozambique,2025,May,
Mozambique,2025,June,10
Mozambique,2025,July,5
Mozambique,2025,August,15
Mozambique,2025,September,10
Mozambique,2025,October,5
Mozambique,2025,November,10
Mozambique,2025,December,
Mozambique,2025,Total,70
Mozambique,2026,January,5
Mozambique,2026,February,5
Mozambique,2026,March,5
Mozambique,2026,April,20
Mozambique,2026,May,
Mozambique,2026,Total,35
Myanmar (Burma),2023,January,20
Myanmar (Burma),2023,February,40
Myanmar (Burma),2023,March,40
Myanmar (Burma),2023,April,40
Myanmar (Burma),2023,May,40
Myanmar (Burma),2023,June,40
Myanmar (Burma),2023,July,30
Myanmar (Burma),2023,August,50
Myanmar (Burma),2023,September,35
Myanmar (Burma),2023,October,25
Myanmar (Burma),2023,November,30
Myanmar (Burma),2023,December,30
Myanmar (Burma),2023,Total,425
Myanmar (Burma),2024,January,45
Myanmar (Burma),2024,February,45
Myanmar (Burma),2024,March,75
Myanmar (Burma),2024,April,75
Myanmar (Burma),2024,May,60
Myanmar (Burma),2024,June,25
Myanmar (Burma),2024,July,55
Myanmar (Burma),2024,August,25
Myanmar (Burma),2024,September,25
Myanmar (Burma),2024,October,40
Myanmar (Burma),2024,November,25
Myanmar (Burma),2024,December,45
Myanmar (Burma),2024,Total,540
Myanmar (Burma),2025,January,35
Myanmar (Burma),2025,February,40
Myanmar (Burma),2025,March,65
Myanmar (Burma),2025,April,50
Myanmar (Burma),2025,May,55
Myanmar (Burma),2025,June,50
Myanmar (Burma),2025,July,35
Myanmar (Burma),2025,August,30
Myanmar (Burma),2025,September,60
Myanmar (Burma),2025,October,35
Myanmar (Burma),2025,November,30
Myanmar (Burma),2025,December,35
Myanmar (Burma),2025,Total,525
Myanmar (Burma),2026,January,40
Myanmar (Burma),2026,February,55
Myanmar (Burma),2026,March,55
Myanmar (Burma),2026,April,45
Myanmar (Burma),2026,May,70
Myanmar (Burma),2026,Total,270
Namibia,2023,January,5
Namibia,2023,February,
Namibia,2023,March,
Namibia,2023,April,10
Namibia,2023,May,30
Namibia,2023,June,10
Namibia,2023,July,
Namibia,2023,August,10
Namibia,2023,September,5
Namibia,2023,October,5
Namibia,2023,November,10
Namibia,2023,December,10
Namibia,2023,Total,105
Namibia,2024,January,15
Namibia,2024,February,
Namibia,2024,March,5
Namibia,2024,April,15
Namibia,2024,May,10
Namibia,2024,June,35
Namibia,2024,July,10
Namibia,2024,August,5
Namibia,2024,September,0
Namibia,2024,October,
Namibia,2024,November,
Namibia,2024,December,
Namibia,2024,Total,100
Namibia,2025,January,5
Namibia,2025,February,
Namibia,2025,March,5
Namibia,2025,April,
Namibia,2025,May,
Namibia,2025,June,10
Namibia,2025,July,30
Namibia,2025,August,30
Namibia,2025,September,5
Namibia,2025,October,5
Namibia,2025,November,
Namibia,2025,December,
Namibia,2025,Total,105
Namibia,2026,January,
Namibia,2026,February,5
Namibia,2026,March,5
Namibia,2026,April,10
Namibia,2026,May,10
Namibia,2026,Total,30
Nauru,2023,January,0
Nauru,2023,February,0
Nauru,2023,March,0
Nauru,2023,April,
Nauru,2023,May,
Nauru,2023,June,0
Nauru,2023,July,0
Nauru,2023,August,0
Nauru,2023,September,0
Nauru,2023,October,0
Nauru,2023,November,
Nauru,2023,December,0
Nauru,2023,Total,5
Nauru,2024,January,0
Nauru,2024,February,0
Nauru,2024,March,0
Nauru,2024,April,0
Nauru,2024,May,0
Nauru,2024,June,0
Nauru,2024,July,0
Nauru,2024,August,0
Nauru,2024,September,0
Nauru,2024,October,0
Nauru,2024,November,0
Nauru,2024,December,0
Nauru,2024,Total,0
Nauru,2025,January,0
Nauru,2025,February,0
Nauru,2025,March,0
Nauru,2025,April,0
Nauru,2025,May,0
Nauru,2025,June,0
Nauru,2025,July,0
Nauru,2025,August,0
Nauru,2025,September,0
Nauru,2025,October,0
Nauru,2025,November,0
Nauru,2025,December,0
Nauru,2025,Total,0
Nauru,2026,January,0
Nauru,2026,February,0
Nauru,2026,March,0
Nauru,2026,April,0
Nauru,2026,May,0
Nauru,2026,Total,0
Nepal,2023,January,265
Nepal,2023,February,250
Nepal,2023,March,380
Nepal,2023,April,510
Nepal,2023,May,385
Nepal,2023,June,560
Nepal,2023,July,370
Nepal,2023,August,705
Nepal,2023,September,805
Nepal,2023,October,425
Nepal,2023,November,280
Nepal,2023,December,220
Nepal,2023,Total,5155
Nepal,2024,January,320
Nepal,2024,February,355
Nepal,2024,March,310
Nepal,2024,April,330
Nepal,2024,May,865
Nepal,2024,June,1220
Nepal,2024,July,490
Nepal,2024,August,405
Nepal,2024,September,665
Nepal,2024,October,520
Nepal,2024,November,1035
Nepal,2024,December,585
Nepal,2024,Total,7105
Nepal,2025,January,495
Nepal,2025,February,785
Nepal,2025,March,780
Nepal,2025,April,650
Nepal,2025,May,935
Nepal,2025,June,610
Nepal,2025,July,765
Nepal,2025,August,645
Nepal,2025,September,610
Nepal,2025,October,635
Nepal,2025,November,595
Nepal,2025,December,625
Nepal,2025,Total,8130
Nepal,2026,January,740
Nepal,2026,February,1165
Nepal,2026,March,1365
Nepal,2026,April,1360
Nepal,2026,May,1220
Nepal,2026,Total,5850
New Zealand,2023,January,0
New Zealand,2023,February,0
New Zealand,2023,March,
New Zealand,2023,April,5
New Zealand,2023,May,0
New Zealand,2023,June,
New Zealand,2023,July,0
New Zealand,2023,August,
New Zealand,2023,September,0
New Zealand,2023,October,
New Zealand,2023,November,
New Zealand,2023,December,0
New Zealand,2023,Total,15
New Zealand,2024,January,
New Zealand,2024,February,
New Zealand,2024,March,
New Zealand,2024,April,
New Zealand,2024,May,0
New Zealand,2024,June,0
New Zealand,2024,July,0
New Zealand,2024,August,0
New Zealand,2024,September,0
New Zealand,2024,October,0
New Zealand,2024,November,
New Zealand,2024,December,0
New Zealand,2024,Total,10
New Zealand,2025,January,0
New Zealand,2025,February,0
New Zealand,2025,March,0
New Zealand,2025,April,
New Zealand,2025,May,0
New Zealand,2025,June,
New Zealand,2025,July,0
New Zealand,2025,August,
New Zealand,2025,September,
New Zealand,2025,October,
New Zealand,2025,November,0
New Zealand,2025,December,
New Zealand,2025,Total,5
New Zealand,2026,January,
New Zealand,2026,February,0
New Zealand,2026,March,0
New Zealand,2026,April,0
New Zealand,2026,May,0
New Zealand,2026,Total,
Nicaragua,2023,January,85
Nicaragua,2023,February,70
Nicaragua,2023,March,90
Nicaragua,2023,April,90
Nicaragua,2023,May,105
Nicaragua,2023,June,90
Nicaragua,2023,July,50
Nicaragua,2023,August,100
Nicaragua,2023,September,100
Nicaragua,2023,October,85
Nicaragua,2023,November,160
Nicaragua,2023,December,80
Nicaragua,2023,Total,1095
Nicaragua,2024,January,50
Nicaragua,2024,February,85
Nicaragua,2024,March,110
Nicaragua,2024,April,70
Nicaragua,2024,May,60
Nicaragua,2024,June,40
Nicaragua,2024,July,45
Nicaragua,2024,August,75
Nicaragua,2024,September,40
Nicaragua,2024,October,35
Nicaragua,2024,November,110
Nicaragua,2024,December,60
Nicaragua,2024,Total,780
Nicaragua,2025,January,105
Nicaragua,2025,February,115
Nicaragua,2025,March,65
Nicaragua,2025,April,75
Nicaragua,2025,May,95
Nicaragua,2025,June,50
Nicaragua,2025,July,70
Nicaragua,2025,August,55
Nicaragua,2025,September,65
Nicaragua,2025,October,75
Nicaragua,2025,November,45
Nicaragua,2025,December,55
Nicaragua,2025,Total,875
Nicaragua,2026,January,65
Nicaragua,2026,February,65
Nicaragua,2026,March,95
Nicaragua,2026,April,155
Nicaragua,2026,May,160
Nicaragua,2026,Total,540
Nigeria,2023,January,5895
Nigeria,2023,February,2590
Nigeria,2023,March,2390
Nigeria,2023,April,17160
Nigeria,2023,May,13220
Nigeria,2023,June,8975
Nigeria,2023,July,5920
Nigeria,2023,August,5855
Nigeria,2023,September,4385
Nigeria,2023,October,4485
Nigeria,2023,November,5690
Nigeria,2023,December,2715
Nigeria,2023,Total,79275
Nigeria,2024,January,4750
Nigeria,2024,February,5145
Nigeria,2024,March,5065
